Champion,Skin Name,Skin ID,Has Chromas,Image URL
Ahri,Challenger Ahri,103005,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_5.jpg
Ahri,Academy Ahri,103006,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_6.jpg
Ahri,Arcade Ahri,103007,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_7.jpg
Ahri,Star Guardian Ahri,103014,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_14.jpg
Ahri,K/DA Ahri,103015,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_15.jpg
Ahri,Prestige K/DA Ahri,103016,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_16.jpg
Ahri,Elderwood Ahri,103017,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_17.jpg
Ahri,Spirit Blossom Ahri,103027,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_27.jpg
Ahri,K/DA ALL OUT Ahri,103028,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_28.jpg
Ahri,Coven Ahri,103042,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_42.jpg
Ahri,Prestige K/DA Ahri (2022),103065,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_65.jpg
Ahri,Arcana Ahri,103066,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_66.jpg
Ahri,Snow Moon Ahri,103076,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_76.jpg
Ahri,Risen Legend Ahri,103085,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_85.jpg
Ahri,Immortalized Legend Ahri,103086,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_86.jpg
Akali,default,84000,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_0.jpg
Akali,Stinger Akali,84001,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_1.jpg
Akali,Infernal Akali,84002,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_2.jpg
Akali,All-star Akali,84003,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_3.jpg
Akali,Nurse Akali,84004,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_4.jpg
Akali,Blood Moon Akali,84005,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_5.jpg
Akali,Silverfang Akali,84006,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_6.jpg
Akali,Headhunter Akali,84007,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_7.jpg
Akali,Sashimi Akali,84008,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_8.jpg
Akali,K/DA Akali,84009,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_9.jpg
Akali,Prestige K/DA Akali,84013,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_13.jpg
Akali,PROJECT: Akali,84014,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_14.jpg
